date,adm_level,PCODE,current_rainfall,historical_rainfall_avg,rolling_3_month_avg,r3h_avg,rfq,seasonal_anomaly_score,year,month,deficit
2022-01-01,1,KE019,5.5690866,15.759407,279.41217,346.43607,50.912273,80.928566,2022,1,-10.1903204
2022-01-11,1,KE019,26.772833,19.29477,275.4333,328.69415,130.78055,84.03902,2022,1,7.478062999999999
2022-01-21,1,KE019,8.17096,16.265417,249.1569,292.37277,61.936058,85.467445,2022,1,-8.094457
2022-02-01,1,KE019,10.555036,12.719282,237.61359,245.9968,87.78593,96.660034,2022,2,-2.1642460000000003
2022-02-11,1,KE019,8.59719,18.768618,219.07727,206.9961,57.206482,105.69878,2022,2,-10.171428
2022-02-21,1,KE019,27.38876,11.827791,194.85011,171.64575,192.47183,113.1361,2022,2,15.560969000000002
2022-03-01,1,KE019,10.028103,29.22014,171.65575,174.48572,43.91596,98.423294,2022,3,-19.192037
2022-03-11,1,KE019,8.311476,28.629663,148.62296,179.64012,39.582546,83.20129,2022,3,-20.318187
2022-03-21,1,KE019,31.81499,41.624825,137.20844,194.10991,78.96005,71.42207,2022,3,-9.809835
2022-04-01,1,KE019,25.517565,73.95238,157.1569,252.30289,38.65313,63.021797,2022,4,-48.434815
2022-04-11,1,KE019,72.99297,71.15941,203.37704,304.16754,102.40754,67.39939,2022,4,1.8335600000000056
2022-04-21,1,KE019,96.025764,84.53724,291.23184,372.43936,112.83101,78.48462,2022,4,11.488523999999998
2022-05-01,1,KE019,18.704918,68.00289,299.38174,427.72296,32.471203,70.34102,2022,5,-49.297971999999994
2022-05-11,1,KE019,21.868853,59.47049,312.6534,468.42484,41.6762,67.09691,2022,5,-37.601637
2022-05-21,1,KE019,37.644028,44.92303,322.9087,501.52005,85.41955,64.73755,2022,5,-7.279001999999998
2022-06-01,1,KE019,9.105387,23.011553,321.98593,495.3115,50.355606,65.35647,2022,6,-13.906165999999999
2022-06-11,1,KE019,9.592505,17.591335,323.26697,484.27316,64.593376,67.09278,2022,6,-7.998830000000002
2022-06-21,1,KE019,9.421546,15.58993,300.8735,458.23825,70.04175,66.02941,2022,6,-6.168384000000001
2022-07-01,1,KE019,13.339579,15.420843,288.69553,399.70673,89.808136,72.56997,2022,7,-2.081263999999999
2022-07-11,1,KE019,12.15925,15.31413,227.86183,343.86145,84.469536,66.749084,2022,7,-3.1548800000000004
2022-07-21,1,KE019,10.833724,20.081108,142.66978,279.4053,63.13008,51.922302,2022,7,-9.247384
2022-08-01,1,KE019,18.803278,17.102888,142.76814,228.50531,107.69306,63.282562,2022,8,1.7003899999999987
2022-08-11,1,KE019,19.142857,17.328728,140.04214,186.36354,108.12463,75.79404,2022,8,1.8141289999999977
2022-08-21,1,KE019,18.57377,22.460423,120.971886,163.90094,85.84635,74.58329,2022,8,-3.886652999999999
2022-09-01,1,KE019,32.346603,14.573692,144.2131,155.46307,190.79999,92.98906,2022,9,17.772911
2022-09-11,1,KE019,10.80562,13.288603,145.42622,151.16034,86.42333,96.328064,2022,9,-2.482983000000001
2022-09-21,1,KE019,9.245902,13.700781,145.25058,149.2712,76.178116,97.3938,2022,9,-4.454879
2022-10-01,1,KE019,21.882904,28.760422,153.7939,162.61076,79.62846,94.739685,2022,10,-6.8775179999999985
2022-10-11,1,KE019,16.484777,37.33669,158.11943,184.63333,50.747417,86.01833,2022,10,-20.851912999999996
2022-10-21,1,KE019,22.339579,52.245045,169.62529,216.79727,47.758858,78.73193,2022,10,-29.905465999999997
2022-11-01,1,KE019,83.57143,58.538406,234.39345,258.2328,139.39825,90.94363,2022,11,25.033024000000005
2022-11-11,1,KE019,100.74473,57.211945,315.9953,298.116,169.97496,105.8985,2022,11,43.532785000000004
2022-11-21,1,KE019,38.395786,47.440826,335.81732,323.0964,82.751915,103.87719,2022,11,-9.04504
2022-12-01,1,KE019,17.716627,27.59883,321.18732,336.12155,69.6854,95.622025,2022,12,-9.882203
2022-12-11,1,KE019,13.313817,25.58228,323.69553,348.41522,59.88375,93.00548,2022,12,-12.268463
2022-12-21,1,KE019,12.227166,25.932163,326.6768,360.6466,55.693375,90.709656,2022,12,-13.704996999999999
2023-01-01,1,KE019,12.428572,15.759407,317.22244,346.43607,83.955055,91.687355,2023,1,-3.3308349999999987
2023-01-11,1,KE019,10.0538645,19.29477,310.79153,328.69415,61.963398,94.635025,2023,1,-9.2409055
2023-01-21,1,KE019,14.449649,16.265417,302.9016,292.37277,91.46141,103.54063,2023,1,-1.8157679999999985
2023-02-01,1,KE019,3.3793912,12.719282,222.70961,245.9968,47.289673,90.72212,2023,2,-9.3398908
2023-02-11,1,KE019,3.4800937,18.768618,125.44497,206.9961,35.677692,61.531784,2023,2,-15.2885243
2023-02-21,1,KE019,3.0679157,11.827791,90.117096,171.64575,47.943996,53.84624,2023,2,-8.7598753
2023-03-01,1,KE019,10.655738,29.22014,83.05621,174.48572,45.750072,49.06029,2023,3,-18.564402
2023-03-11,1,KE019,23.355972,28.629663,93.098366,179.64012,84.31834,53.129494,2023,3,-5.2736909999999995
2023-03-21,1,KE019,83.14286,41.624825,164.01407,194.10991,189.04706,84.88481,2023,3,41.518035
2023-04-01,1,KE019,68.43326,73.95238,220.01874,252.30289,93.00956,87.45286,2023,4,-5.519120000000001
2023-04-11,1,KE019,49.007027,71.15941,258.9719,304.16754,70.91314,85.3815,2023,4,-22.152382999999993
2023-04-21,1,KE019,159.96487,84.53724,404.48712,372.43936,184.24164,108.49084,2023,4,75.42763
2023-05-01,1,KE019,50.47307,68.00289,451.5808,427.72296,75.987495,105.51342,2023,5,-17.529819999999994
2023-05-11,1,KE019,25.510538,59.47049,473.61124,468.42484,47.324814,101.09551,2023,5,-33.959952
2023-05-21,1,KE019,27.58548,44.92303,498.12878,501.52005,65.27144,99.33048,2023,5,-17.337549999999997
2023-06-01,1,KE019,18.32787,23.011553,505.80096,495.3115,83.27946,102.096596,2023,6,-4.6836829999999985
2023-06-11,1,KE019,18.637003,17.591335,501.08194,484.27316,104.628624,103.435455,2023,6,1.0456679999999992
2023-06-21,1,KE019,21.826698,15.58993,439.7658,458.23825,130.29039,96.01232,2023,6,6.236768
2023-07-01,1,KE019,12.011709,15.420843,383.34424,399.70673,83.30562,95.956955,2023,7,-3.409134
2023-07-11,1,KE019,8.19438,15.31413,342.53162,343.86145,64.95174,99.618805,2023,7,-7.11975
2023-07-21,1,KE019,11.681499,20.081108,194.24825,279.4053,66.510216,70.05785,2023,7,-8.399609
2023-08-01,1,KE019,12.447307,17.102888,156.22249,228.50531,78.93678,69.044464,2023,8,-4.655581
2023-08-11,1,KE019,8.044497,17.328728,138.75644,186.36354,58.420242,75.12216,2023,8,-9.284231000000002
2023-08-21,1,KE019,9.690866,22.460423,120.861824,163.90094,53.49833,74.518135,2023,8,-12.769556999999999
2023-09-01,1,KE019,20.334894,14.573692,122.86884,155.46307,129.4334,79.68739,2023,9,5.761201999999999
2023-09-11,1,KE019,15.859485,13.288603,120.09133,151.16034,114.05729,80.104416,2023,9,2.5708819999999992
2023-09-21,1,KE019,18.227167,13.700781,116.4918,149.2712,124.20427,78.7521,2023,9,4.526386000000002
2023-10-01,1,KE019,28.983606,28.760422,133.4637,162.61076,100.66107,82.61027,2023,10,0.22318400000000338
2023-10-11,1,KE019,49.85246,37.33669,175.12177,184.63333,129.56247,94.98423,2023,10,12.515770000000003
2023-10-21,1,KE019,50.12178,52.245045,213.56206,216.79727,96.290924,98.54137,2023,10,-2.1232649999999964
2023-11-01,1,KE019,147.61592,58.538406,348.73068,258.2328,240.19475,134.37941,2023,11,89.07751399999998
2023-11-11,1,KE019,70.99063,57.211945,411.6768,298.116,122.14798,137.46446,2023,11,13.778684999999996
2023-11-21,1,KE019,90.79157,47.440826,492.7775,323.0964,182.66603,151.71684,2023,11,43.35074399999999
2023-12-01,1,KE019,11.9461355,27.59883,484.38873,336.12155,51.983875,143.46461,2023,12,-15.652694499999999
2023-12-11,1,KE019,28.555035,25.58228,497.0843,348.41522,109.72052,142.0664,2023,12,2.9727549999999994
2023-12-21,1,KE019,18.278688,25.932163,497.13583,360.6466,75.25723,137.32819,2023,12,-7.653475
2024-01-01,1,KE019,32.295082,15.759407,500.4473,346.43607,179.6539,143.8234,2024,1,16.535675
2024-01-11,1,KE019,65.23185,19.29477,515.82666,328.69415,289.08218,156.07906,2024,1,45.937079999999995
2024-01-21,1,KE019,15.765808,16.265417,481.4707,292.37277,97.650604,163.58952,2024,1,-0.4996089999999995
2024-02-01,1,KE019,15.13349,12.719282,348.98828,245.9968,113.62475,141.03299,2024,2,2.4142080000000004
2024-02-11,1,KE019,11.955503,18.768618,289.95316,206.9961,71.33567,139.13141,2024,2,-6.813115
2024-02-21,1,KE019,29.852459,11.827791,229.01405,171.64575,207.1125,132.47647,2024,2,18.024668
2024-03-01,1,KE019,27.435596,29.22014,244.50351,174.48572,94.78511,139.01022,2024,3,-1.7845440000000004
2024-03-11,1,KE019,11.098361,28.629663,227.04683,179.64012,47.869534,125.675186,2024,3,-17.531302
2024-03-21,1,KE019,44.346603,41.624825,253.11475,194.10991,105.837616,129.63431,2024,3,2.7217780000000005
2024-04-01,1,KE019,163.68384,73.95238,384.5035,252.30289,213.65263,151.37938,2024,4,89.73146
2024-04-11,1,KE019,166.70493,71.15941,485.9766,304.16754,225.45464,158.80598,2024,4,95.54552
2024-04-21,1,KE019,288.04684,84.53724,758.2576,372.43936,327.29047,202.21994,2024,4,203.50959999999998
2024-05-01,1,KE019,167.59485,68.00289,910.719,427.72296,236.42194,211.61786,2024,5,99.59196000000001
2024-05-11,1,KE019,74.894615,59.47049,973.6581,468.42484,123.92432,206.71878,2024,5,15.424125000000004
2024-05-21,1,KE019,97.035126,44.92303,1040.8407,501.52005,204.38487,206.4757,2024,5,52.11209600000001
2024-06-01,1,KE019,19.124123,23.011553,1032.5293,495.3115,86.12205,207.37668,2024,6,-3.8874299999999984
2024-06-11,1,KE019,11.590164,17.591335,1033.0211,484.27316,73.43596,212.15575,2024,6,-6.001171000000001
2024-06-21,1,KE019,12.93911,15.58993,1001.6136,458.23825,87.12565,217.29932,2024,6,-2.6508200000000013
2024-07-01,1,KE019,42.693207,15.420843,880.6229,399.70673,233.5516,218.8308,2024,7,27.272364000000003
2024-07-11,1,KE019,15.140515,15.31413,729.0585,343.86145,99.145355,210.41548,2024,7,-0.17361499999999985
2024-07-21,1,KE019,26.084309,20.081108,467.09604,279.4053,123.93515,165.99411,2024,7,6.003201000000001
2024-08-01,1,KE019,23.484777,17.102888,322.98593,228.50531,128.87355,140.46187,2024,8,6.381889000000001
2024-08-11,1,KE019,15.484777,17.328728,263.5761,186.36354,91.7418,140.34863,2024,8,-1.8439510000000023
2024-08-21,1,KE019,14.039813,22.460423,180.58078,163.90094,69.33547,109.87551,2024,8,-8.420609999999998
2024-09-01,1,KE019,11.40281,14.573692,172.85948,155.46307,83.80028,110.841385,2024,9,-3.170881999999999
2024-09-11,1,KE019,13.449649,13.288603,174.71898,151.16034,100.880585,115.08619,2024,9,0.1610460000000007
2024-09-21,1,KE019,12.831382,13.700781,174.61124,149.2712,95.351006,116.425644,2024,9,-0.8693989999999996
2024-10-01,1,KE019,24.362997,28.760422,156.28102,162.61076,86.97462,96.22354,2024,10,-4.397424999999998
2024-10-11,1,KE019,30.444965,37.33669,171.58546,184.63333,83.72163,93.11942,2024,10,-6.891724999999997
2024-10-21,1,KE019,25.651054,52.245045,171.15222,216.79727,53.54359,79.42038,2024,10,-26.593991
2024-11-01,1,KE019,69.40515,58.538406,217.0726,258.2328,117.10264,84.36358,2024,11,10.866744000000004
2024-11-11,1,KE019,74.105385,57.211945,275.6932,298.116,127.15466,92.60257,2024,11,16.89344
2024-11-21,1,KE019,93.12178,47.440826,354.77515,323.0964,187.10951,109.65532,2024,11,45.680954
2024-12-01,1,KE019,10.398127,27.59883,353.7705,336.12155,47.23521,105.173805,2024,12,-17.200702999999997
2024-12-11,1,KE019,41.384075,25.58228,381.70493,348.41522,151.66977,109.419426,2024,12,15.801795000000002
2024-12-21,1,KE019,15.461358,25.932163,384.33487,360.6466,66.14913,106.478455,2024,12,-10.470804999999999
2025-01-01,1,KE019,9.894613,15.759407,369.86652,346.43607,71.74874,106.66705,2025,1,-5.864794
2025-01-11,1,KE019,8.011709,19.29477,347.4333,328.69415,53.55766,105.61566,2025,1,-11.283061
2025-01-21,1,KE019,54.02576,16.265417,375.80798,292.37277,277.5669,128.05745,2025,1,37.760343
2025-02-01,1,KE019,4.962529,12.719282,311.36536,245.9968,56.224228,126.04358,2025,2,-7.756753
2025-02-11,1,KE019,3.8103044,18.768618,241.07024,206.9961,37.066963,116.073,2025,2,-14.9583136
2025-02-21,1,KE019,2.857143,11.827791,150.80562,171.64575,46.691467,88.2023,2025,2,-8.970647999999999
2025-03-01,1,KE019,40.3185,29.22014,180.72598,174.48572,132.43225,103.47675,2025,3,11.09836
2025-03-11,1,KE019,45.3911,28.629663,184.73302,179.64012,149.84123,102.75828,2025,3,16.761437
2025-03-21,1,KE019,61.154568,41.624825,230.42622,194.10991,141.88701,118.239334,2025,3,19.529742999999996
2025-04-01,1,KE019,127.13115,73.95238,347.66278,252.30289,167.3555,137.06134,2025,4,53.17877
2025-04-11,1,KE019,84.16862,71.15941,423.81967,304.16754,117.08154,138.70139,2025,4,13.00921000000001
2025-04-21,1,KE019,81.65574,84.53724,451.44965,372.43936,96.781784,120.933235,2025,4,-2.8815000000000026
2025-05-01,1,KE019,86.34426,68.00289,532.83136,427.72296,125.12417,124.29,2025,5,18.341370000000012
2025-05-11,1,KE019,51.491802,59.47049,580.5129,468.42484,87.62428,123.67599,2025,5,-7.978687999999998
2025-05-21,1,KE019,31.777517,44.92303,609.4332,501.52005,73.66844,121.304825,2025,5,-13.145512999999998
2025-06-01,1,KE019,12.505855,23.011553,581.6206,495.3115,62.495125,117.251076,2025,6,-10.505697999999999
2025-06-11,1,KE019,22.786884,17.591335,559.01636,484.27316,122.99798,115.276375,2025,6,5.195549
2025-06-21,1,KE019,18.25761,15.58993,516.11945,458.23825,112.95624,112.49491,2025,6,2.667679999999999
2025-07-01,1,KE019,12.819673,15.420843,401.80795,399.70673,87.26217,100.519196,2025,7,-2.6011699999999998
2025-07-11,1,KE019,13.690866,15.31413,331.3302,343.86145,92.00919,96.40796,2025,7,-1.6232640000000007
2025-07-21,1,KE019,7.903981,20.081108,257.57846,279.4053,51.449005,92.32544,2025,7,-12.177127
2025-08-01,1,KE019,31.355972,17.102888,202.59016,228.50531,164.48517,88.90169,2025,8,14.253084000000001
2025-08-11,1,KE019,37.18267,17.328728,188.28104,186.36354,188.9166,101.002014,2025,8,19.853942
2025-08-21,1,KE019,18.932085,22.460423,175.4356,163.90094,87.151184,106.82924,2025,8,-3.528337999999998
2025-09-01,1,KE019,19.360655,14.573692,182.29039,155.46307,124.45611,116.71869,2025,9,4.786963000000002
2025-09-11,1,KE019,24.412178,13.288603,183.91571,151.16034,160.82243,120.97547,2025,9,11.123575
2025-09-21,1,KE019,16.023418,13.700781,181.6815,149.2712,112.42,121.00866,2025,9,2.3226370000000003
2025-10-01,1,KE019,62.761124,28.760422,231.62296,162.61076,200.71173,141.17407,2025,10,34.000702000000004
2025-10-11,1,KE019,19.48712,37.33669,237.41922,184.63333,57.839005,127.83576,2025,10,-17.849569999999996
2025-10-21,1,KE019,98.491806,52.245045,328.00702,216.79727,180.78735,150.14027,2025,10,46.246761
2025-11-01,1,KE019,27.203747,58.538406,323.8548,258.2328,50.68391,124.929276,2025,11,-31.334659000000002
2025-11-11,1,KE019,26.199062,57.211945,312.8712,298.116,50.14963,104.86784,2025,11,-31.012883
2025-11-21,1,KE019,17.23185,47.440826,311.17096,323.0964,42.394165,96.365265,2025,11,-30.208976
2025-12-01,1,KE019,12.807962,27.59883,304.61826,336.12155,54.62761,90.76479,2025,12,-14.790868
2025-12-11,1,KE019,25.723654,25.58228,305.92975,348.41522,100.46228,87.97859,2025,12,0.141373999999999
2025-12-21,1,KE019,83.36768,25.932163,373.27402,360.6466,285.6822,103.453445,2025,12,57.43551699999999
2026-01-01,1,KE019,3.70726,15.759407,314.22012,346.43607,41.943684,90.83305,2026,1,-12.052147
2026-01-11,1,KE019,5.0491805,19.29477,299.7822,328.69415,41.36356,91.33579,2026,1,-14.2455895
2026-01-21,1,KE019,7.583138,16.265417,208.87355,292.37277,59.171837,71.92103,2026,1,-8.682279
2026-02-01,1,KE019,8.971897,12.719282,190.6417,245.9968,78.85137,77.94589,2026,2,-3.7473849999999995
2026-02-11,1,KE019,33.065575,18.768618,197.50821,206.9961,160.15056,95.524506,2026,2,14.296957000000003
2026-02-21,1,KE019,133.24825,11.827791,313.5246,171.64575,821.54724,180.31828,2026,2,121.42045900000001
2026-03-01,1,KE019,117.569084,29.22014,418.2857,174.48572,358.17822,235.83252,2026,3,88.348944
2026-03-11,1,KE019,64.25527,28.629663,456.81735,179.64012,205.93507,250.11754,2026,3,35.625606999999995
2026-03-21,1,KE019,63.11241,41.624825,436.56207,194.10991,146.08615,221.768,2026,3,21.487584999999996
2026-04-01,1,KE019,26.053864,73.95238,458.90866,252.30289,39.332397,180.29672,2026,4,-47.898516
2026-04-11,1,KE019,46.358315,71.15941,500.21777,304.16754,67.43528,163.4123,2026,4,-24.801094999999997
2026-04-21,1,KE019,115.559715,84.53724,608.19434,372.43936,134.64757,162.46169,2026,4,31.022475
2026-05-01,1,KE019,52.838406,68.00289,652.06085,427.72296,79.227554,151.8433,2026,5,-15.164483999999995
2026-05-11,1,KE019,54.896957,59.47049,673.8922,468.42484,92.906006,143.40022,2026,5,-4.573532999999998
2026-05-21,1,KE019,3.7751756,44.92303,544.4192,501.52005,17.577408,108.46939,2026,5,-41.1478544
2022-01-01,1,KE004,2.174059,7.4911294,259.84534,261.0552,57.43323,99.54526,2022,1,-5.3170704
2022-01-11,1,KE004,4.251584,6.561026,256.363,251.001,80.0239,102.09452,2022,1,-2.3094419999999998
2022-01-21,1,KE004,5.927693,5.193676,253.72493,231.2925,107.20071,109.49349,2022,1,0.7340169999999997
2022-02-01,1,KE004,3.477078,2.8149958,248.61497,192.68275,108.47194,128.29393,2022,2,0.6620822
2022-02-11,1,KE004,4.831532,3.856218,239.63249,153.65451,111.01274,154.19196,2022,2,0.975314
2022-02-21,1,KE004,5.762579,3.9475214,209.49644,116.72285,120.28559,176.21707,2022,2,1.8150575999999998
2022-03-01,1,KE004,4.6884084,16.674295,174.5449,98.59863,44.69999,173.30818,2022,3,-11.9858866
2022-03-11,1,KE004,3.9109206,18.846241,135.70668,89.319405,37.36824,149.18106,2022,3,-14.935320399999998
2022-03-21,1,KE004,11.913529,27.05182,46.93738,92.43692,52.769325,53.303593,2022,3,-15.138290999999999
2022-04-01,1,KE004,13.450615,37.758926,58.213936,122.70472,43.150322,49.500076,2022,4,-24.308311000000003
2022-04-11,1,KE004,33.176296,31.903492,87.13866,148.04718,103.44901,60.202778,2022,4,1.2728040000000007
2022-04-21,1,KE004,26.790533,30.68001,108.001495,173.53352,89.09901,63.294273,2022,4,-3.8894769999999994
2022-05-01,1,KE004,50.754753,36.091488,155.27917,206.81001,135.68443,75.671196,2022,5,14.663265000000003
2022-05-11,1,KE004,11.688409,27.098808,162.13605,230.0526,51.99074,71.105804,2022,5,-15.410398999999998
2022-05-21,1,KE004,11.1967945,29.28601,167.57027,255.3911,47.240242,66.27348,2022,5,-18.0892155
2022-06-01,1,KE004,15.071189,13.345248,177.95303,252.06204,109.408104,71.17077,2022,6,1.7259410000000006
2022-06-11,1,KE004,9.852404,11.749894,183.89452,244.9657,88.67163,75.56818,2022,6,-1.8974899999999995
2022-06-21,1,KE004,13.833395,14.324338,185.81438,232.23822,97.459465,80.43155,2022,6,-0.4909429999999997
2022-07-01,1,KE004,12.533359,8.550131,184.89711,203.02942,129.39624,91.283775,2022,7,3.9832280000000004
2022-07-11,1,KE004,16.566902,8.8286495,168.28772,179.95457,155.95813,93.69204,2022,7,7.7382525
2022-07-21,1,KE004,17.639582,10.917269,159.13678,160.19183,142.23282,99.36132,2022,7,6.7223130000000015
2022-08-01,1,KE004,7.420425,8.00938,115.80246,132.10973,95.47284,88.106415,2022,8,-0.5889550000000003
2022-08-11,1,KE004,6.7704062,7.6217046,110.88446,112.63262,93.25529,98.513885,2022,8,-0.8512984000000001
2022-08-21,1,KE004,8.1222515,9.042502,107.80992,92.389114,93.44667,115.83422,2022,8,-0.9202504999999999
2022-09-01,1,KE004,6.5806932,7.755895,99.31943,86.79976,90.78699,113.638016,2022,9,-1.1752018
2022-09-11,1,KE004,6.4181886,8.337434,95.88521,83.3873,85.61008,114.13994,2022,9,-1.9192454000000003
2022-09-21,1,KE004,6.620574,8.66048,88.672386,77.72344,85.0671,113.2356,2022,9,-2.0399059999999993
2022-10-01,1,KE004,7.885576,13.561225,84.02459,82.734535,69.42201,101.47041,2022,10,-5.675649
2022-10-11,1,KE004,5.5475216,16.88186,73.005226,90.78775,48.202126,81.435486,2022,10,-11.3343384
2022-10-21,1,KE004,10.223258,26.599144,65.5889,106.46963,48.176174,63.32568,2022,10,-16.375886
2022-11-01,1,KE004,29.204622,39.46822,87.373085,137.92847,76.91924,64.62889,2022,11,-10.263598000000002
2022-11-11,1,KE004,47.819977,42.959385,128.42267,173.26614,110.1348,74.84465,2022,11,4.860592000000004
2022-11-21,1,KE004,36.458817,40.840588,156.75923,205.06422,90.441284,77.004654,2022,11,-4.381770999999993
2022-12-01,1,KE004,17.261648,36.461548,167.44017,233.76988,53.692276,72.22024,2022,12,-19.1999
2022-12-11,1,KE004,13.925829,29.63234,174.94781,255.06479,54.64785,69.19346,2022,12,-15.706510999999999
2022-12-21,1,KE004,14.407753,20.622623,182.73499,267.02695,75.7446,69.01338,2022,12,-6.214870000000001
2023-01-01,1,KE004,6.678345,7.4911294,181.52777,261.0552,93.49311,70.10867,2023,1,-0.8127844
2023-01-11,1,KE004,2.015654,6.561026,177.99591,251.001,60.683666,71.4825,2023,1,-4.545372
2023-01-21,1,KE004,4.180395,5.193676,171.95303,231.2925,90.05971,74.88728,2023,1,-1.013281
2023-02-01,1,KE004,1.36899,2.8149958,144.1174,192.68275,81.49704,75.43268,2023,2,-1.4460058000000002
2023-02-11,1,KE004,1.4107343,3.856218,97.70817,153.65451,72.38681,64.737,2023,2,-2.4454837
2023-02-21,1,KE004,1.7800969,3.9475214,63.02945,116.72285,75.77626,55.88881,2023,2,-2.1674245
2023-03-01,1,KE004,4.8136415,16.674295,50.58144,98.59863,45.27779,53.65075,2023,3,-11.860653500000002
2023-03-11,1,KE004,11.060007,18.846241,47.715614,89.319405,67.34817,55.89053,2023,3,-7.7862339999999985
2023-03-21,1,KE004,31.428997,27.05182,64.73686,92.43692,113.65657,71.57129,2023,3,4.377177
2023-04-01,1,KE004,32.938503,37.758926,90.997025,122.70472,88.72651,75.17108,2023,4,-4.820423000000005
2023-04-11,1,KE004,44.868805,31.903492,133.85017,148.04718,135.13303,90.72377,2023,4,12.965313000000002
2023-04-21,1,KE004,149.22102,30.68001,278.8908,173.53352,432.2337,159.0126,2023,4,118.54101000000001
2023-05-01,1,KE004,17.268356,36.091488,294.79016,206.81001,54.19214,141.5373,2023,5,-18.823131999999998
2023-05-11,1,KE004,10.6776,27.098808,304.05707,230.0526,48.841686,131.48422,2023,5,-16.421208
2023-05-21,1,KE004,21.827059,29.28601,324.10403,255.3911,78.24491,126.38834,2023,5,-7.4589510000000026
2023-06-01,1,KE004,13.623183,13.345248,332.91354,252.06204,101.51502,131.45213,2023,6,0.2779349999999994
2023-06-11,1,KE004,9.585166,11.749894,331.43872,244.9657,87.07617,134.59395,2023,6,-2.164728
2023-06-21,1,KE004,12.515841,14.324338,312.52554,232.23822,90.64136,133.8425,2023,6,-1.8084969999999991
2023-07-01,1,KE004,12.926202,8.550131,292.51324,203.02942,132.29541,143.01498,2023,7,4.376071
2023-07-11,1,KE004,14.732017,8.8286495,262.37643,179.95457,142.6894,144.5633,2023,7,5.903367500000002
2023-07-21,1,KE004,15.146851,10.917269,128.30228,160.19183,126.57229,80.695435,2023,7,4.229582000000001
2023-08-01,1,KE004,10.57473,8.00938,121.60865,132.10973,119.71923,92.34111,2023,8,2.5653500000000005
2023-08-11,1,KE004,9.122996,7.6217046,120.05404,112.63262,111.89452,106.30898,2023,8,1.5012914000000004
2023-08-21,1,KE004,11.04249,9.042502,109.26947,92.389114,114.242386,117.3329,2023,8,1.999988
2023-09-01,1,KE004,7.7279167,7.755895,103.37421,86.79976,99.78066,118.055,2023,9,-0.02797830000000001
2023-09-11,1,KE004,7.6030564,8.337434,101.392105,83.3873,94.49386,120.37035,2023,9,-0.7343776000000002
2023-09-21,1,KE004,7.9608645,8.66048,96.83713,77.72344,94.87855,123.10553,2023,9,-0.6996155000000002
2023-10-01,1,KE004,21.522549,13.561225,105.43347,82.734535,142.89223,125.87229,2023,10,7.961324000000001
2023-10-11,1,KE004,16.764442,16.88186,107.465904,90.78775,99.463394,117.411575,2023,10,-0.11741800000000069
2023-10-21,1,KE004,37.296684,26.599144,129.61572,106.46963,133.85388,120.76448,2023,10,10.69754
2023-11-01,1,KE004,126.98919,39.46822,246.03018,137.92847,296.81693,175.63344,2023,11,87.52096999999999
2023-11-11,1,KE004,102.61573,42.959385,339.52292,173.26614,224.38931,193.26323,2023,11,59.656345
2023-11-21,1,KE004,123.703316,40.840588,452.18375,205.06422,280.7628,217.64,2023,11,82.862728
2023-12-01,1,KE004,42.620575,36.461548,487.0764,233.76988,114.85479,206.08813,2023,12,6.159027000000002
2023-12-11,1,KE004,39.455086,29.63234,518.9284,255.06479,128.36293,201.46072,2023,12,9.822746000000002
2023-12-21,1,KE004,58.3142,20.622623,569.28174,267.02695,247.10274,211.11208,2023,12,37.691576999999995
2024-01-01,1,KE004,7.3607903,7.4911294,555.12,261.0552,98.95655,210.52773,2024,1,-0.13033910000000049
2024-01-11,1,KE004,8.812523,6.561026,547.168,251.001,119.474884,215.68977,2024,1,2.2514970000000005
2024-01-21,1,KE004,3.3581812,5.193676,513.22955,231.2925,81.99379,219.31699,2024,1,-1.8354947999999998
2024-02-01,1,KE004,4.1256056,2.8149958,390.36603,192.68275,116.77045,200.00026,2024,2,1.3106098
2024-02-11,1,KE004,3.0294447,3.856218,290.77972,153.65451,90.66448,186.43007,2024,2,-0.8267733000000002
2024-02-21,1,KE004,10.807305,3.9475214,177.88373,116.72285,176.66687,150.24602,2024,2,6.8597836
2024-03-01,1,KE004,20.231085,16.674295,155.49422,98.59863,116.41017,154.91925,2024,3,3.5567899999999995
2024-03-11,1,KE004,21.242266,18.846241,137.2814,89.319405,110.047806,150.85062,2024,3,2.3960250000000016
2024-03-21,1,KE004,37.66381,27.05182,116.63101,92.43692,133.10886,124.83052,2024,3,10.611989999999999
2024-04-01,1,KE004,42.61163,37.758926,151.88185,122.70472,111.34898,122.84734,2024,4,4.852703999999996
2024-04-11,1,KE004,33.691017,31.903492,176.76035,148.04718,104.84378,118.760994,2024,4,1.7875250000000023
2024-04-21,1,KE004,33.407753,30.68001,206.8099,173.53352,107.64502,118.63873,2024,4,2.7277430000000003
2024-05-01,1,KE004,30.500559,36.091488,233.18486,206.81001,86.39394,112.452126,2024,5,-5.590928999999999
2024-05-11,1,KE004,7.0637345,27.098808,237.21915,230.0526,37.583122,103.04891,2024,5,-20.0350735
2024-05-21,1,KE004,21.032427,29.28601,247.44429,255.3911,75.92726,96.94812,2024,5,-8.253583000000003
2024-06-01,1,KE004,5.287365,13.345248,232.50055,252.06204,56.076454,92.39036,2024,6,-8.057883
2024-06-11,1,KE004,14.800596,11.749894,226.0589,244.9657,118.21327,92.43624,2024,6,3.050702000000001
